date, T15_E_100, T12_E_50, T7_E_100, T4_E_50, T14_D_100, T2_D_50, T5_D_50, T9_D_100
15/10/2024,66.72916667,145.15625,39.5,418.1875,77.58333333,71.36458333,77.4375,27.78125
16/10/2024,67.1875,150.3854167,38.84375,415.9270833,77.08333333,87.44791667,83.76041667,28
17/10/2024,64.04166667,143.5119048,36.33333333,393.4285714,75.27380952,102.0595238,89.20238095,25.57142857
18/10/2024,65.85416667,120.0104167,39.19270833,325.03125,77.10416667,111.4166667,92.02083333,25.97916667
19/10/2024,62.95833333,117.7916667,39.35416667,297.0416667,76.14583333,130.1510417,94.46875,21.98958333
20/10/2024,62.71875,127.0833333,39.03125,335.890625,75.42708333,150.8020833,97.0625,20.86458333
21/10/2024,60.90625,118.75,38.83333333,341.25,74.65625,157.6979167,99.45833333,19.4375
22/10/2024,60.71875,104.8645833,38.5625,322.0833333,74,130.9479167,101.3854167,18.97916667
23/10/2024,59.125,96.27083333,39.0625,305.4895833,73.98958333,116.4166667,104.0729167,18.75
24/10/2024,60.10526316,96.77894737,39.15789474,290.6578947,73.94736842,140.7789474,109.1473684,19.07368421
25/10/2024,60.45833333,92.64583333,38.73958333,269,74.75,172.65625,112.7083333,20.70833333
26/10/2024,62.671875,88.44791667,38.48958333,244,74.45833333,204.2916667,115.2395833,21.95833333
27/10/2024,68.09375,83.5,39.76041667,229.8385417,73.59375,223.3854167,113.7760417,23.21875
28/10/2024,53.21875,49.30208333,30.41666667,103.8125,63.39583333,270.4583333,109.8020833,19.04166667
29/10/2024,52.61111111,26.27777778,28.5,26.75,61.36111111,262.75,76.97222222,18.83333333
